period_start_month,period_end_month,scope,year,metric_key,metric_label,metric_basis,units,rounding_family,method,ci_level_pct,estimate,ci_low,ci_high,bootstrap_type,block_mean_length_months,block_mean_length_days,n_boot,seed
2008-01,2025-08,calendar_year,2023,eom_max_drawdown_intra_year,EoM Max Drawdown (Calendar Year),eom,decimal,percent_like,bootstrap_bca,90,-0.0327,-0.0574,-0.0167,stationary_bootstrap,6,,5000,43
2008-01,2025-08,calendar_year,2024,eom_max_drawdown_intra_year,EoM Max Drawdown (Calendar Year),eom,decimal,percent_like,bootstrap_bca,90,-0.0057,-0.0141,-0.0051,stationary_bootstrap,6,,5000,43
2008-01,2025-08,calendar_year,2025,eom_max_drawdown_intra_year,EoM Max Drawdown (Calendar Year),eom,decimal,percent_like,bootstrap_bca,90,-0.0370,-0.0923,-0.0212,stationary_bootstrap,6,,5000,43
2008-01,2025-08,calendar_year,2008,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0912,-0.1727,-0.0516,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2009,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0766,-0.1474,-0.0438,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2010,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0361,-0.0749,-0.0230,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2011,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0485,-0.0950,-0.0288,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2012,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0506,-0.1006,-0.0220,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2013,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0206,-0.0337,-0.0039,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2014,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0289,-0.0603,-0.0103,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2015,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0213,-0.0323,-0.0114,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2016,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0124,-0.0225,-0.0102,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2017,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0270,-0.0577,-0.0122,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2018,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0159,-0.0350,-0.0102,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2019,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0023,-0.0040,-0.0017,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2020,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0422,-0.0860,-0.0212,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2021,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0029,-0.0086,-0.0029,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2022,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0333,-0.0632,-0.0208,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2023,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0425,-0.0784,-0.0210,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2024,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0103,-0.0168,-0.0102,stationary_bootstrap,,5,5000,43
2008-01,2025-08,calendar_year,2025,intramonth_max_drawdown_intra_year,Intramonth Max Drawdown (Calendar Year),intramonth,decimal,percent_like,bootstrap_bca,90,-0.0377,-0.0746,-0.0181,stationary_bootstrap,,5,5000,43
